"CITY","LAT","LNG"
Del Corpuz,16.9328,121.6335
Abiang,16.5728,120.7005
Don Pedro,16.548,121.5473
Cabal,17.2848,121.8507
Camarag,16.7345,121.6466
Tungcab,16.3646,121.7032
Banias,18.302,120.6235
Antamok,16.4046,120.6553
Battung,17.7226,121.4591
Larion Bajo,17.6261,121.7529
Liwayway,16.5828,121.5037
Santa Monica,18.1602,120.6206
San Gregorio,17.9833,120.685
Finugo Norte,18.0672,121.6111
Tagiporo,18.1476,120.6237
San Antonio,17.5606,120.6737
Escurdido,18.1145,120.5837
Villanueva,17.0649,121.6248
Santa Isabel Sur,17.1948,121.819
Dogong Laud,17.461,120.717
Nacagang,17.0392,120.9019
Domyoyan,16.8278,120.8141
Bannawag,16.941,121.589
Sagana,16.6529,121.566
Capacacan,17.9735,120.6967
Puyo,17.1635,121.9403
Sinto,16.8517,120.8591
Lungan,17.4434,120.7054
Pasiocan,18.2364,120.606
Cwiong,17.7013,120.7448
Lawog,18.0396,121.7413
Binalan,18.3275,121.5451
Mala Weste,18.2813,121.8505
Camp Seven,16.3864,120.6056
Rumang-ay,16.6642,121.6768
Mangcarmay,17.9515,120.6254
Mapitac,17.8433,121.4993
Cumu,16.7755,121.7577
Santo Tomas,18.3329,120.6007
Bila,16.8474,120.8448
Llaban,16.1283,120.5756
Silbung,18.2167,120.5667
Dagapan,17.4449,121.4538
Catedac,16.5831,120.739
San Julian,18.1333,120.7833
Kongkong,16.3307,121.2629
Biningan,18.05,120.5667
Baretbet,16.5772,121.2524
Masaya Sur,16.5002,121.7474
Cabasingan,17.0503,121.6599
Capatan,17.6165,121.7451
Sinippil,17.3346,121.7888
Sinippil,16.989,121.8031
Annafunan,17.6498,121.7208
Baggao,18.2821,121.672
Panay,18.2813,121.458
Alinam,16.855,121.7563
Angad,17.5849,120.6257
Takiki,18.0486,121.653
Progressive,18.2628,121.9923
Rugao,17.1976,121.8916
Silinan,17.3667,121.45
Gadu,17.6292,121.6105
Culing West,16.9385,121.6372
Manginum,17.2784,121.1437
Barangay Primero,16.559,121.7066
Ginabang,16.8981,121.0632
Balaoa,16.9874,120.8325
Maquebenga,16.1833,121.2333
Bantug Norte,16.5686,121.74
Duit,16.7522,121.0928
Wangal,16.4659,120.5639
Santo Domingo,16.4236,121.1073
Santa Ana,17.4713,121.7539
Natorosuan,17.15,121.5667
Nueva Era,16.934,121.6445
Nueva Era,17.0765,121.6182
Ocao-Capinan,16.2539,121.0323
Barrio,16.6412,120.8393
Capariaan,18.0384,120.6726
Batal,16.6945,121.5928
Rond Baquiran,16.57,121.5344
Villa,18.247,121.9184
Tamokmok,16.5551,120.7189
Bangaan,16.5448,121.1402
Patad,18.1611,120.6273
Casignan,16.197,121.2392
Culing East,16.9471,121.648
Homestead,16.3922,121.1086
Angancasilian,17.427,121.8106
Watwat,16.3245,121.2915
Tubo,17.0339,121.7944
Tubo,17.15,121.8833
Lullutan,17.1482,121.8629
Villaluz,16.9333,121.9543
Cabaruan,18.2667,120.6
Baresbes,18.0644,120.7391
Cutug,16.4833,121.15
Tangal,16.6814,121.4684
Amgayang,16.9828,120.7255
Santor,17.8886,121.8887
Lagben,17.6259,120.7257
Samonek,16.585,120.7363
Silap,16.5473,121.2083
Pacu,17.6734,121.6531
Labinab,16.931,121.7848
Alitongtong,17.6913,121.8557
Mariquet,18.1,120.7833
Cataggaman Viejo,17.5962,121.7066
Dumabato Norte,16.3377,121.6642
Dalipaso,18.3651,120.6237
Canan,16.9379,121.6927
Tombol,18.2754,121.8665
Boyboy,18.1444,120.7217
Sidar,18.0837,120.5915
Tuao South,16.5588,121.2453
Nagatutuan,18.0662,121.6663
Baringin Sur,16.9026,121.815
Carabatan Chica,16.9552,121.7742
Calumpit,18.0923,120.5896
Marana III,17.1402,121.9199
Pangal Turod,16.61,121.6544
Zamora,16.8182,121.7284
Divisoria,16.6979,121.6075
Bangag,17.7112,121.6973
Bangag,18.1259,121.6615
Nag-uma,17.9212,121.5971
Tue,16.9754,120.831
Malitao,16.6799,121.661
Macañao,16.992,121.7414
Bungug,16.7167,121.7167
Baliling,16.1895,120.9467
Pantoc,17.4667,120.6032
Dapiz,16.453,121.774
Villa Marcos,16.7609,121.5649
Cobang,16.85,120.8
Gurog,16.8167,121.1
Muggay,16.6206,121.4526
Tancul,17.1638,121.9206
Bugas,18.2716,120.6309
Paoad,16.4749,120.6338
Maura,18.3545,121.6498
Sili,16.9812,121.6416
Bayug,16.9895,121.8897
Sigsigay,18.0314,120.7627
Cassap Fuera,16.9284,121.8167
Lusuac,17.5452,120.6673
Fugu,17.1136,121.9154
Fugu,16.7243,121.6548
Fugu,16.5224,121.7241
Bacnor East,17.0345,121.7037
Amganad,16.8907,121.0706
Callao Caves,17.7082,121.8164
Murong Capaltitan,16.674,121.5651
Salat,16.574,120.59
Salat,16.6007,120.7403
Villa Capuchino,16.8916,121.8619
Lalafugan,18.1588,121.6204
Bulalacao,16.8358,120.8085
Castillo,16.7396,121.6935
Labunan,16.6128,121.171
Pait,18.2216,120.6393
Magalalag,17.5773,121.735
Paktan,16.9055,121.0752
Minanga Norte,17.4523,121.7853
Villa Marso,16.724,121.4672
Gawaan,16.8398,120.8336
Colabaoan,17.6706,120.7236
Aggunetan,18.0316,121.6156
Guinaoang,16.827,120.8202
Ambag,16.7821,121.0851
Ragan Almacen,17.3139,121.779
Macatel,18.3333,121.35
Uauang-Galicia,17.3804,121.7839
Santo Domingo,18.3467,120.6069
Disusuan,16.9804,122.0586
Mabingan,16.8793,120.8259
Sumadel,17.2926,121.1354
Bilina,18.2387,121.8084
Dongayap,16.5833,121.2667
Casilagan,16.7047,121.5354
Guiddam,18.3349,121.4662
San Leonardo,16.3578,121.0766
Cabulalaan,18.2779,120.5888
Plaridel,16.6843,121.537
Paruddun Sur,18.2966,121.6372
Bergonia,16.5721,121.1745
Naibo,18.2817,120.5753
Mabuttal East,18.3762,121.5147
Racat,18.4104,122.1344
Caralet,16.6545,121.5139
Baccuit,17.8618,121.7006
Pasnaan,16.8831,120.83
Bacareno,16.9498,121.8114
Punan,18.2551,121.7067
Sisim Abajo,17.2938,121.8494
San Roque,17.671,121.8059
Talete,16.9833,121.2333
Minanga Sur,17.7557,121.735
Minanga Sur,18.084,121.6349
Calanigan Norte,17.367,121.7438
San Isidro,18.3341,121.3778
Panasan,16.472,120.6902
Capac cuan,18.0422,120.6042
Nalimattan,16.9846,122.0305
Ugac Sur,17.6133,121.7158
Bugallon Norte,16.7877,121.5335
Magsaysay,18.1028,121.5437
Calioet,18.25,120.6167
Nassirucan,18.2898,121.5716
Sabtan,17.468,120.5856
Ambagsang,17.9833,120.6833
Nannarian,17.6805,121.8042
Nunuñgan,16.9,121.7167
Binacag,17.9833,120.65
Pequeño,16.9792,121.7903
Afunan Cabayu,18.2596,121.7167
Tunggui,17.3577,121.7745
Bulanao,17.417,121.4443
Kalao,17.35,121.4833
Matalao,17.8833,121.5667
Marung,16.95,121.7833
Tupang,17.9048,121.641
Baquiling,18.2865,121.5855
Villaflor,16.7548,121.658
Bungad,17.4382,121.7957
Cabuluan,17.847,121.6071
San Lorenzo,18.1492,121.6457
San Lorenzo,17.8098,121.7552
Batac,16.5924,120.7275
Ingud Sur,16.7964,121.7631
Mampella,16.8482,121.1154
Simayung,18.38,121.4187
Tuding,16.4108,120.6422
Mataas na Kahoy,16.8629,121.6485
Limbasin,17.0752,120.8976
Tucal,16.5663,121.2008
Villa Gamiao,16.8932,121.6202
Asban,17.557,120.649
Cadadanan,16.917,120.8422
Manaoag,17.1723,121.7647
Bacsil,17.5884,120.6251
Lubong,17.5753,120.6494
Pengile,17.6414,121.7381
Kimasen,16.6318,120.8399
Anonang,16.739,121.8288
Angang,17.679,121.4963
Adereg,16.6474,120.8491
Fomodoc,17.6333,120.6167
Milamilan,18.1519,120.6795
Aragao,18.2667,121.8833
Calamagui West,17.4866,121.764
Mudiit,17.6326,120.7199
Lusong,18.1833,120.6
Dangan,16.9941,121.7668
Labueg,16.5771,120.6152
Muñoz East,17.1575,121.6135
San Juan,17.4404,121.4513
Carpentero,17.2692,121.8101
Palutan,16.9674,121.9993
Tanza,17.6297,121.7362
Gomez,16.7359,121.6391
Casili,18.1565,121.5975
Casili,18.2743,121.7089
San Fernando,16.7847,121.7181
Placar,17.0333,121.8333
Afusing Bato,17.8481,121.6425
Gabinab,16.9323,121.8036
Lanna,17.5251,121.4392
Gappal,16.8365,121.8218
Capagaypayan,18.3429,121.3688
Anak,16.303,121.6731
Mamoc,17.4013,121.4814
Nuestra Señora de la Merced,18.2667,120.5833
Marannao,16.9673,122.0152
Nagapungan,18.2891,120.6372
Bua,16.402,120.6468
Bumitog,17.9491,120.6185
Casicallan Centro,18.0931,121.6563
Bakring Sur,17.8197,121.5952
Santa Veronica,18.2833,120.6333
San Isidro,17.591,121.7334
San Isidro,17.7733,121.712
San Isidro,17.9085,121.8703
San Isidro,18.2983,121.8092
Bulala Norte,18.3833,121.5683
Mallalatang Tunggui,17.0116,121.8041
Darayday,18.1764,120.5647
Gaddani,17.6234,120.6878
Bangtinon,16.836,121.0938
Callao,17.6892,121.8033
Callao,17.9333,121.75
Parug-parug,17.5789,121.5953
Bagunot,17.9392,121.7811
Dumayco,17.5652,120.6583
Dilavuan,16.2667,121.6667
Dibarabad,16.148,121.9395
Pata,17.05,121.8333
Tabayo,17.8833,121.65
Pula,16.7516,121.0911
Santa Victoria,17.1223,122.0079
Bagbago Sur,18.0768,120.7612
Ugac Norte,17.6167,121.7159
Bangawan,16.5627,120.7047
Sandiat West,17.071,121.6354
Pagian,16.5632,120.6952
Cundy,16.8094,121.1205
Villa Laida,17.7075,121.5022
Callusa,18.1608,120.7186
Quimlo-Ong,17.4868,120.71
Cabeseria Diecinueve,17.0401,121.9593
Buyacaoan,16.7167,120.8333
Dangdangla,17.5991,120.6319
Namilidan,18.4692,120.5775
Baygabor,17.8167,121.6
Wagud,17.5833,121.3667
Dumayop,16.565,121.2718
Lucban,17.05,121.8333
Lucban,17.1078,121.6727
Lucban,16.9977,121.9777
Nagsanga,18.3492,120.614
Cabanbanan Sur,18.2468,121.941
Baluarte,17.4333,121.7667
Padangaan,17.0853,120.8647
Baki,16.6399,121.2278
Shontog,16.6264,120.8419
Poblacion,17.093,120.855
Silet,17.7192,120.7458
Anguapan,17.2833,121.8
Babalag,17.5196,121.5802
Catuguing,18.15,120.6
Bagut,18.1332,120.7038
Bisagu,18.3286,121.6294
Pallua Norte,17.6275,121.7004
Catayauan,18.1607,121.6527
Catugan,18.1744,121.634
Santa Cruz,16.7703,121.7054
Santa Cruz,17.0172,121.5809
Santa Cruz,16.9856,121.9312
Palayag,17.811,121.6728
Calancuasan,16.2699,122.1097
Gugab,17.4097,121.7369
Balawarte,17.549,120.6667
Baracbac,17.1167,120.6833
Laang,17.6038,120.7334
Santo Cristo,18.0277,120.7581
Ricarte Sur,16.5663,121.488
Malampa,18.2667,120.65
Cautit,17.5337,120.5887
Sayatan,16.5084,120.6444
Binago,18.0478,121.6306
Cabaruan,17.8264,121.6447
Cabaruan,17.6691,121.6566
Camav,16.9343,120.7582
Marana II,17.142,121.9158
Cabuluan East,18.419,121.4966
Mabbayugan,17.7459,121.5021
Canagatan,18,121.8
Baguio City,16.4119,120.5933
Tuguegarao,17.6133,121.7303
Ilagan,17.1489,121.8894
Santiago,16.68,121.55
Calabayan,16.77,121.78
La Trinidad,16.46,120.59
Tabuk,17.4069,121.4425
Laoag,18.1978,120.5936
Gumarueng,17.7773,121.4547
San Manuel,17.8992,121.5797
San Marcos,16.8275,121.5427
Bayoyo,16.7736,120.8002
Uddiawan,16.5589,121.1512
Cabaritan,17.4888,121.4346
Nantatapian,17.8747,121.6598
Baquilao,17.9,121.65
Anao,17.4274,121.7736
Anao,17.1317,121.6414
Casalatan,16.8912,121.8627
Balatan,17.4948,121.374
Tanze,16.9817,121.6492
Nanabuan,18.3584,121.5053
Tagga,17.576,121.77
Labben,18.1973,121.5598
Manglad,16.3218,121.6911
Liwang,16.9094,121.0891
Basilio,17.05,121.8333
Basilio,17.1057,121.6575
San Pedro,17.9806,120.7115
Sitio Pantalan,17.3558,121.7757
Lusod,16.3345,121.6813
Gimunu,17.8998,121.7969
Tuguegarao,16.7088,121.6907
Kasibu,16.3181,121.2958
Gonzaga,18.2614,121.9969
Alcala,17.9031,121.6556
Lasam,18.07,121.6
Maddela,16.3411,121.6833
Dali Podan,16.7214,121.635
Bannagao,16.997,121.6954
Lubnac,18.2238,120.6653
Lanna,17.3234,121.8022
Cullalabo del Sur,17.1027,121.7039
Rancholaya,17.4906,121.4687
Tucanon,16.2819,121.0571
Sinipsip,16.7243,120.7835
Inga,17.5486,121.7668
Salindingan,17.15,121.8833
Pared,17.9,121.6833
Dabburab-II,16.8992,121.8178
Antipolo,16.7577,121.0882
San Ignacio,16.8973,121.5817
San Ignacio,17.2038,121.8628
Agawa,17.1076,120.8533
Lubong,18.2274,120.6335
Lubong,18.0162,120.6751
Luyon,18.3459,121.3758
Baculud,17.4576,121.798
Teja,17.6805,121.4522
Bantay,16.5662,121.7401
Anungu,17.821,121.4394
Singayan,17.9003,121.7601
Paranum,18.1718,121.675
San Juan East,17.3955,120.6038
Calupaan,16.8715,121.521
Balinguay,16.3876,120.6747
Aloang,18.0818,120.7549
Annanuman,17.4359,121.8217
Hulyaban,16.7707,121.0915
Cambabangan,17.845,121.3901
Cada Negrito,16.6033,121.5731
Barangcuag,16.7517,121.7082
Baulilio,17.4343,120.6992
Mabini,16.6977,121.5627
Veronica,18.0697,120.6027
Pindungan,16.7827,121.0961
Calog Sur,18.3627,121.4048
Santo Tomas,18.3472,121.6783
Calapangan,18.0044,121.5997
Dipangit,16.5635,121.6801
Bagnen,17.0321,120.8912
Andarayan Burgos,16.9872,121.906
Cauan,17.3878,121.818
Malucusod,17.3972,121.1615
Abariongan Ruar,17.9968,121.5975
Bansa,16.891,120.8962
Gaddanan,16.8759,121.6351
Taguntungang,17.9564,121.9314
Calamagui,17.6481,121.6873
Calamagui,17.8476,121.7206
Luec,18.2567,121.7328
Malaya,16.9823,120.7125
San Mateo,16.88,121.58
Roxas,17.12,121.62
Solano,16.5183,121.1811
Tuao,17.735,121.4553
Itogon,16.37,120.67
San Mariano,16.98,122.02
Gattaran,18.0611,121.6453
Ramon,16.78,121.53
Diffun,16.5936,121.5025
Bambang,16.3872,121.1075
Batac,18.0554,120.5649
Cabagan,17.43,121.77
Catuguran,18.3431,121.5532
Balinit,16.6407,120.8487
Naruangan,17.6704,121.513
Badia,18.3292,121.6836
Araposip,17.6847,120.6976
Maginang,16.3167,121.05
Guayabal,16.9224,121.8098
Nagtupacan,17.5742,120.7443
Landas,17.6146,120.6834
Isit,17.6519,120.6681
Ananaao,17.5996,120.6799
Caligayan,17.2594,121.9145
Annafunan,16.713,121.7224
Annafunan,17.2848,121.8052
Angrilla,17.1524,121.9234
Cabisuculan,18.2586,120.6566
Catugan Norte,18.1918,121.6205
Laya Plain,17.5064,121.4757
Magsaysay,16.5378,121.5636
Centro Sur,18.2732,121.6754
Centro Sur,17.8804,121.5686
Centro Sur,18.0594,121.6415
Anangul,18.1103,120.5759
Lingu,17.6374,121.6802
Gingad,17.6195,120.6716
Alabaan,18.036,120.6822
Santa Barbara,17.7599,121.4947
Afusing Sur,17.849,121.6226
Pattao,18.2469,121.8147
Liwan West,17.4987,121.5914
Cabatuan,16.3192,121.1348
Palagao Norte,18.0441,121.7187
Guinalrin,16.4582,121.6474
Daclan,16.4881,120.634
Manalo,17.8461,121.7547
Lucban,16.45,120.6
Ñgibab,18.2167,120.6
Lebeng,16.5665,120.8611
Balunquing,17,121.85
Quaal,18.3356,121.6517
Bayabo East,17.2585,121.8531
Iraga,17.7263,121.6663
Aguet Norte,17.6139,120.7337
Pateng,18.2583,121.9857
Bolinao-Culalabo,17.3965,121.7664
Ballais,17.6187,120.7343
Capo,17.1648,121.9044
San Manuel,18.2833,120.5833
San Manuel,18.1525,120.638
Naganacan,16.8704,121.7247
Poblacion,17.7344,121.4617
Taguing,17.9464,121.7552
Callao Norte,18.0682,121.6313
Buli,17.6821,120.6953
Jerusalem,17.5528,121.7031
Dungao,17.8333,121.65
Maugoguing,17.9333,121.7667
Daragutan,17,122.0333
Pedlisan,16.324,121.6648
Nangalisan,18.1895,120.5759
Cadaanan,17.6267,121.6419
Pias,17.6024,120.6687
San Miguel,16.3583,121.0925
Gabaoan,17.65,121.5316
Lubon,17.0256,120.8125
Pico,16.4454,120.5792
Pata,17.7152,121.5018
Santo Tomas,16.5575,121.607
Mamunit,18.25,121.9039
Pinocpoc,17.538,121.4392
Dagonsoy,16.6063,120.7346
Macasin,16.3169,121.1344
Cosili West,17.583,120.6434
Mudeng,17.6298,120.6192
Cullalabo del Norte,17.1059,121.6996
Napaliong,16.5354,121.8275
Atatiawa,17.5396,120.6422
Tanaru,17.5686,121.674
Ampulan,16.5231,120.6266
Del Pilar,16.9585,121.6624
Caggong,16.9333,121.7667
Caggong,16.9,121.5667
Cauayan,16.9367,121.773
Paco,16.8804,120.775
Cal-lering,16.9833,121.8333
Mangkel Leb,16.6412,121.21
Lalog Dos,16.9891,121.7168
Pugo,16.8958,121.0628
Ara,16.9723,121.9813
Habian,16.8035,121.103
Andarayan,16.9492,121.8113
Mangalo,16.3314,121.2553
Bical,17.085,121.6294
Alugug,17.412,121.8037
Manalpac,18.0915,120.7923
Malabago,16.6508,121.2074
Makindol,16.9696,121.9723
Deet,17.6176,120.6603
Lomobang,17.6667,120.7333
Callao Sur,18.0529,121.6272
Dalakip,16.7859,121.7381
Baracaoit,18.0508,121.7684
Coaoacan,18.2576,120.569
Marede,18.4577,122.1742
Catabban,17.0326,121.7401
Burnay,16.8298,121.1188
Maogoging,16.8668,121.7993
Pasagui,18.2089,120.6228
Kias,16.3672,120.6306
Caataban,18.2333,120.5667
Dadda,17.8617,121.7389
Datakan,16.5642,120.6188
Nagrumboan,17.9333,121.7667
Bagara,17.9833,120.7
Manarang,18.2741,120.6399
Cansan,17.394,121.8079
Kinablilan,17.2732,121.1343
Mabaina,16.5363,121.1549
Cordinian,18.2985,121.6614
Casili,18.22,120.573
Lingay,16.4928,121.1725
Salsalamagui,18.25,120.6667
Patul,16.6715,121.5318
Catarauan,17.8034,121.6169
Cadactigan,17.4501,120.7113
Sinippit,16.6371,121.5077
Gosi,17.59,121.7591
Daramuangan Norte,16.8971,121.6057
Talicbed,16.6279,120.842
Bulala,18.2612,121.6887
Sinsayon,16.6924,121.5255
Cali,17.2833,121.8
Barit,18.2375,120.5975
Buntun,17.6159,121.6932
Minare,17.3199,121.8131
Lo-o,16.7914,120.8319
Palasan,16.8275,120.8013
Baday,16.6472,121.505
Santa Maria,18.2115,120.5732
Afusing Centro,17.8526,121.6269
Isidro Paredes,16.611,121.5121
Gabbu,17.6149,121.7987
Villador,17.0037,121.8062
Bannawag,16.6011,121.5709
Rangay,16.4555,121.7715
Napitang,16.903,121.0616
Libertad,18.3431,121.415
Sipay,17.1303,121.9244
Nungnungan Segundo,16.8854,121.7577
Bengcag,18.1667,120.5833
Cayabes,16.5897,120.5918
Gumbauan,16.7305,121.6584
Apanay,16.7637,121.6983
Salay,16.7073,121.7191
Salay,16.7679,121.7646
Santa Cruz,16.5958,121.225
San Felipe,17.1238,121.8887
Bockiaman,16.9167,121.0667
Abulan,16.5575,121.7335
Wesca,17.3742,121.8373
Bangao,16.8211,120.8404
Bangao,16.6567,120.8388
Baniket,16.763,121.7138
Calinaoan Sur,17.3342,121.7524
Addalam,16.5287,121.6786
Calsit,18.2042,120.623
Talimpago,16.32,121.2926
Rizal West,16.734,121.6222
Baug,17.6833,120.7333
Badian,16.5672,120.6947
Cabayu,18.0855,121.6715
Taligan,18.0581,121.6856
Santa Ana,18.0423,120.7577
Buenavista,16.6999,121.5497
Cañogan Abajo Norte,17.3975,121.7922
Sacsuquen,18.1648,120.7
Tuluttuging,18.2555,121.706
Parang,18.276,120.6036
Parang,18.1407,120.6688
Suyo,18.2469,121.8894
Lactawan,16.5504,121.1896
Mangandingay,16.5168,121.548
San Jose Sur,17.1957,121.5899
Tamsen,17.3947,121.8125
Yeban Sur,17.0036,121.9396
Toidan,16.6799,120.8567
Camp John Hay,16.3973,120.6163
Colayanan,17.6023,121.4139
Talogtog,17.6295,120.7378
Langa,17.3333,121.7833
Culling,17.9333,121.7667
Auitan,17.4735,121.788
Bani,18.2701,120.611
Eroded,17.338,121.7804
Bacsil,18.1201,120.6716
Bacsil,18.1972,120.655
Camp Three,16.2882,120.5919
Urzadan,17.1333,120.6667
Tubo,16.8531,120.7952
Malaylay,17.6372,120.708
Cabeseria Catorce y Dieciséis,17.1126,121.977
Abatan,16.8012,120.8209
Calaoagan,18.0428,121.7233
Simimbaan,17.1186,121.5814
Barong,18.0576,120.734
Ricarte,16.5226,121.528
Sto Niño,16.2994,121.6739
Layus,16.75,121.75
Balliac,16.8969,122.0493
Aggugaddan,17.703,121.8069
Carig,17.6593,121.7436
Baba,16.5601,121.1872
Lowal,16.2739,122.1271
Santa Isabel,18.225,121.8207
Diarao,16.5718,121.7222
Paninaan,18.2873,120.6269
Cassap,17.9333,121.7667
Masaya Norte,16.5143,121.7484
Ducaur,16.4614,120.6243
Cebu,16.7519,121.5961
Cabaruan,17.5343,121.4593
Villasis,16.6906,121.5515
Negnegdigan,18.2404,120.9869
Lignaoan,18.1827,120.7199
Capasan,18.0845,120.6835
Salucong,17.0262,121.7412
Roxas,16.5231,121.1883
Villahemosa Norte,16.3597,121.6842
Tuboc,16.7764,121.7744
Nattahbatan,17.7155,121.8832
Bascan,16.5327,121.2213
Balauini,17.789,121.667
Bimmanga,18.1512,120.7178
Bangho,16.5013,120.6326
Nicolas Agatep,18.0807,121.6077
Centro East,16.6903,121.5493
Calamagui North,17.4917,121.7699
Saludares,18.0724,120.6864
Tagaran,16.9679,121.7706
Olo,17.4649,120.5863
San Vicente,16.5687,121.7116
San Vicente,17.323,121.8243
San Vicente,17.4012,121.7816
Turod Norte,16.6764,121.4736
Nabbacayan,18.05,121.6333
Natbaoan,18.3543,120.6075
Fusina,18.2433,121.7052
Siblong,17.5499,120.7153
Alimanao,17.6416,121.7652
Cadian,16.5438,120.7012
Tacdian,16.4627,120.625
Macugay,17.0063,121.7038
Ducait,16.3667,121.0833
Cabeseria Veintitrés,17.0819,121.9745
Santa Rosa,17.5859,120.608
Dilap,18.3654,120.6176
Lapogan,18.0041,121.6086
Namoroc,18.2153,120.7079
Lupa,16.2869,121.2873
Gumatdang,16.3948,120.6404
Nabbuan,16.6663,121.5785
Calayan,18.2614,122.0062
Alno,16.4846,120.5961
Suyo,18.2142,120.5662
Suyo,18.1376,120.6787
Achotar,16.9598,121.2114
Dibaraybay,16.138,121.9427
Tabboli,18.2833,121.8667
Pagong,16.8283,121.0926
Aropong,16.3667,120.6
Talaib,16.5167,120.6
Quillat,17.5833,120.5667
Nueva Era,17.9333,121.7667
Wacal,16.5302,121.1431
Lupa,17.7167,120.7333
Pedol,16.6092,121.1628
La Union,16.8858,121.9125
Tallag,17.4283,121.7216
Anao,16.8394,121.097
Capason,18.1232,120.6734
Linomot,16.5442,121.8056
Wayyia,17.5869,120.6881
Bayagan,16.4591,120.5786
Furao,17.0347,121.7969
Colos,16.8667,120.7833
Abbey Sur,17.8305,121.6111
Junction,16.3667,121.1
Bagay,17.6334,121.7084
Catalina,16.9483,121.7956
Santa Filomina,16.9784,121.9881
Toon,17.6667,120.6833
Bangsiril,18.2689,120.6018
Lattu,17.4667,121.7833
Garit Norte,16.6606,121.658
Tabiog,17.5637,120.7452
Longbao,17.5853,120.7522
Sagpatan,18.1552,120.663
Manga,17.4333,121.7833
Palawig,18.4694,122.1449
Csubusoban,18.0506,120.707
Balugan,17.0604,120.894
Bangag,17.1677,121.8979
Ankeling,17.0476,120.8979
San Rafael,18.3,120.65
Dalenat,16.734,121.7165
Mission,18.2513,121.9325
Bagabag,17.1167,121.9333
Bagabag,17.3703,121.7453
Bulbul,16.7167,120.8333
Liagan,17.0068,120.9275
Pudi,16.3007,121.2978
Bical,18.243,121.7302
Sandiat Centro,17.0729,121.6375
Cattaran,17.7038,121.72
Cutog Pequeño,16.9803,121.7631
Calapangan Sur,18.0178,121.6006
Santo Domingo,16.7123,121.6974
Santo Domingo,17.16,121.7518
Dumabato Sur,16.3383,121.6592
Dichai,18.2333,120.5833
Antagan Uno,17.2754,121.878
Bukig,18.3095,121.6182
San Ambrocio,16.796,121.7335
Palloc,18.3882,121.5544
Simpa,17.0167,121.9
Laoag,16.4225,121.7382
Barangay,18.097,121.634
Malamsit,17.547,120.6668
Mallalatang Grande,17.0123,121.801
San Pablo,16.9359,121.8145
San Pablo,16.8072,121.6521
San Pablo,16.9602,121.9988
San Pablo,16.9902,121.6346
Bulangon,18.2167,120.6
Salamague,17.7397,121.7342
Nabanig,17.109,120.8726
Ragas,18.0033,120.7057
Soyosoyan,16.8768,120.824
Villa Pagaduan,16.5094,121.639
Fugu Abajo,17.351,121.7739
Bangbagar,17.5692,120.6417
Dodan,18.3449,121.6588
Dodan,17.6411,121.7945
Dodan,18.3336,121.7098
Guising Norte,18.0309,121.6348
Calion,18.2878,120.5814
Dugayung,17.8635,121.6826
Dugayung,17.7903,121.4515
Birac,16.3594,120.6591
Villa Cardenas,16.5375,121.563
San Francisco,16.2289,121.0625
Dubinan East,16.6916,121.5364
Lurad,16.5216,121.1923
Casibarag Sur,17.433,121.7573
Minallo,16.9868,121.8539
Kisang,16.925,121.048
Narbaan,18.4474,120.5907
Dibuluan,16.5191,121.7647
Pidducal,17.7023,120.7022
Marabulig Segundo,16.9228,121.7158
Mangitayag,18.1401,120.6953
Allacapan,18.227,121.5556
Abulug,18.4441,121.4576
Ballesteros,18.4108,121.5169
Pinukpuk,17.5731,121.3653
San Manuel,17.02,121.63
Naguilian,17.02,121.85
Cabarroguis,16.5103,121.5222
Bacarra,18.2519,120.6107
Vintar,18.2306,120.6489
Dupax Del Norte,16.3075,121.1019
Mallig,17.2086,121.6106
Buguey,18.2882,121.8331
Bauko,16.9917,120.8644
Paracelis,17.1811,121.4036
Aglipay,16.4889,121.5874
Gamu,17.05,121.83
Iguig,17.7517,121.7364
Ragan Sur,17.32,121.78
Benito Soliven,16.98,121.95
Pasuquin,18.3342,120.6183
Santo Niño,17.8861,121.5691
Reina Mercedes Viejo,16.9872,121.8272
Reina Mercedes,16.9872,121.8272
Sumadel,17.0403,120.8345
Abagao,18.2427,121.7356
Culao,18.0204,120.7261
Manga,17.7012,121.8605
Madaina,16.5534,121.1764
Manaois,17.7148,120.7029
Uja,16.9166,121.0447
Pataya,17.6312,121.5906
San Pablo,18.1297,120.5956
Dugo,18.2531,121.6872
Ugad,17.437,121.7748
Pinopoc,17.9137,121.6979
Taping,17.583,120.7759
Lipcan,17.5796,120.6231
Malumin,17.6819,121.4851
Cumao,18.0453,121.7631
Kong Kong,16.3388,121.2448
Seis,18.3559,120.603
Uldugan,16.4239,121.7356
Doublon,17.9141,121.7357
Alapang,16.4667,120.5833
Saguel,18.2458,120.5911
Villa Beltran,16.8216,121.5499
Centro - San Antonio,17.0902,121.9617
Caribue,17.6332,120.6342
Mungo,17.7241,121.471
Binag,18.1892,121.7011
Guerrero,18.088,120.7072
Ngarag,17.4242,121.7818
Bakring Norte,17.8252,121.5988
Villa Coloma,16.6211,121.2439
Cabaritan,18.2896,121.8274
Lalog Uno,16.9893,121.7185
Cataguing,16.975,122.0126
Monte Alegre,17.8308,121.765
Pawa,17.5821,120.7466
Cabruan,18.2637,120.5861
Bagong Tanza,16.9827,121.6111
Burgos,16.8246,121.7331
Burgos,16.9752,121.907
Burgos,16.807,121.5281
